lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,d_green,g_robinson_iii,d_russell,w_cauley_stein,d_lee,a_burks,e_paschall,m_chriss,o_spellman,k_bowman,j_poole,a_wiggins,m_mulder,j_toscano_anderson,j_evans,d_bender,c_randle,s_curry,k_looney,a_smailagic,j_pargo,z_norvell_jr
".D. Green, .D. Russell, .D. Lee, .O. Spellman, .K. Bowman",GSW,1,100,0,100,0,0,0,33.3,100,66.7,0,40,40,101.25,157.1,309,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .D. Lee, .O. Spellman, .K. Bowman",GSW,1,100,0,100,0,0,0,33.3,100,66.7,0,40,40,101.25,157.1,309,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .K. Looney, .D. Lee, .K. Bowman",GSW,1,20,100,-80,0,0,0,0,100,40,0.2,0,17.4,114.69,-166.7,311,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .K. Looney, .D. Lee, .K. Bowman",GSW,1,20,100,-80,0,0,0,0,100,40,0.2,0,17.4,114.69,-166.7,311,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .M. Chriss, .D. Lee, .J. Poole",GSW,1,40,100,-60,100,0,16.7,0,75,42.9,0,25,25,102.13,35.3,314,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .M. Chriss, .D. Lee, .J. Poole",GSW,1,40,100,-60,100,0,16.7,0,75,42.9,0,25,25,102.13,35.3,314,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .M. Chriss, .E. Paschall, .J. Poole",GSW,1,83.3,100,-16.7,50,1,14.3,0,100,50,0.2,66.7,64.4,155.68,41.7,315,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .M. Chriss, .E. Paschall, .J. Poole",GSW,1,83.3,100,-16.7,50,1,14.3,0,100,50,0.2,66.7,64.4,155.68,41.7,315,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .W. Cauley-Stein, .D. Lee, .K. Bowman",GSW,1,60,150,-90,100,1,14.3,33.3,100,50,0.2,37.5,37.5,101.25,-16.7,317,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .D. Russell, .W. Cauley-Stein, .D. Lee, .K. Bowman",GSW,1,60,150,-90,100,1,14.3,33.3,100,50,0.2,37.5,37.5,101.25,-16.7,317,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .D. Lee, .O. Spellman, .J. Poole",GSW,1,125,80,45,100,2,33.3,0,100,66.7,0.3,83.3,83.3,117.82,54.5,326,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .D. Lee, .O. Spellman, .J. Poole",GSW,1,125,80,45,100,2,33.3,0,100,66.7,0.3,83.3,83.3,117.82,54.5,326,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .D. Russell, .W. Cauley-Stein, .J. Evans",GSW,2,40,0,40,0,0,0,25,75,50,0.2,0,21,120.92,-14.3,344,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .D. Russell, .W. Cauley-Stein, .J. Evans",GSW,2,40,0,40,0,0,0,25,75,50,0.2,0,21,120.92,-14.3,344,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .D. Russell, .W. Cauley-Stein, .K. Looney",GSW,1,50,80,-30,100,0.5,20,0,100,75,0.5,50,50,102.86,0,347,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .D. Russell, .W. Cauley-Stein, .K. Looney",GSW,1,50,80,-30,100,0.5,20,0,100,75,0.5,50,50,102.86,0,347,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .J. Evans, .K. Bowman, .E. Paschall",GSW,1,66.7,133.3,-66.7,100,1,20,50,0,33.3,0.3,33.3,33.3,86.4,16.7,348,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .J. Evans, .K. Bowman, .E. Paschall",GSW,1,66.7,133.3,-66.7,100,1,20,50,0,33.3,0.3,33.3,33.3,86.4,16.7,348,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .K. Bowman, .E. Paschall, .J. Poole",GSW,2,85.7,140,-54.3,50,1,12.5,0,100,50,0.1,75,67.6,121.69,20,349,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .K. Bowman, .E. Paschall, .J. Poole",GSW,2,85.7,140,-54.3,50,1,12.5,0,100,50,0.1,75,67.6,121.69,20,349,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .K. Looney, .J. Evans, .E. Paschall",GSW,1,80,180,-100,0,0,0,33.3,100,50,0,25,41,118.03,4.5,350,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .K. Looney, .J. Evans, .E. Paschall",GSW,1,80,180,-100,0,0,0,33.3,100,50,0,25,41,118.03,4.5,350,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .M. Chriss, .J. Evans, .E. Paschall",GSW,1,33.3,120,-86.7,100,0.5,14.3,0,100,50,0.3,33.3,33.3,126.72,-36.4,355,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .M. Chriss, .J. Evans, .E. Paschall",GSW,1,33.3,120,-86.7,100,0.5,14.3,0,100,50,0.3,33.3,33.3,126.72,-36.4,355,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .J. Poole",GSW,1,0,75,-75,0,0,0,0,100,50,0.3,0,0,112,-25,361,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .J. Poole",GSW,1,0,75,-75,0,0,0,0,100,50,0.3,0,0,112,-25,361,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .W. Cauley-Stein, .O. Spellman, .E. Paschall",GSW,1,125,150,-25,100,1,11.1,80,0,80,0.3,20,39.6,104.73,16.7,366,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .W. Cauley-Stein, .O. Spellman, .E. Paschall",GSW,1,125,150,-25,100,1,11.1,80,0,80,0.3,20,39.6,104.73,16.7,366,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .W. Cauley-Stein, .O. Spellman, .K. Bowman",GSW,1,40,140,-100,0,0,0,0,50,20,0.2,25,25,109.92,-26.7,367,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .G. Robinson III, .W. Cauley-Stein, .O. Spellman, .K. Bowman",GSW,1,40,140,-100,0,0,0,0,50,20,0.2,25,25,109.92,-26.7,367,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Looney, .D. Lee, .E. Paschall, .J. Poole",GSW,1,166.7,200,-33.3,50,0,16.7,100,100,100,0,62.5,62.5,83.88,44,369,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .K. Looney, .D. Lee, .E. Paschall, .J. Poole",GSW,1,166.7,200,-33.3,50,0,16.7,100,100,100,0,62.5,62.5,83.88,44,369,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Green, .M. Chriss, .O. Spellman, .K. Bowman, .E. Paschall",GSW,1,125,0,125,50,1,14.3,66.7,100,80,0.3,66.7,64.4,93.66,0,376,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .M. Chriss, .O. Spellman, .K. Bowman, .E. Paschall",GSW,1,125,0,125,50,1,14.3,66.7,100,80,0.3,66.7,64.4,93.66,0,376,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Lee, .K. Bowman, .J. Toscano-Anderson, .A. Smailagic, .E. Paschall",GSW,1,150,100,50,50,1,16.7,50,100,80,0.3,62.5,67.6,115.71,54.2,383,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .K. Bowman, .J. Toscano-Anderson, .A. Smailagic, .E. Paschall",GSW,1,150,100,50,50,1,16.7,50,100,80,0.3,62.5,67.6,115.71,54.2,383,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .K. Bowman, .J. Toscano-Anderson, .E. Paschall, .J. Poole",GSW,1,180,250,-70,50,0,28.6,0,0,0,0,90,82.7,108.91,42.9,385,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Lee, .K. Bowman, .J. Toscano-Anderson, .E. Paschall, .J. Poole",GSW,1,180,250,-70,50,0,28.6,0,0,0,0,90,82.7,108.91,42.9,385,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .J. Evans, .O. Spellman",GSW,1,50,100,-50,0,0,0,0,100,50,0.5,50,50,113.68,16.7,396,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .J. Evans, .O. Spellman",GSW,1,50,100,-50,0,0,0,0,100,50,0.5,50,50,113.68,16.7,396,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .K. Bowman, .E. Paschall",GSW,1,0,200,-200,0,0,0,0,100,33.3,0.3,0,0,87.27,-80,397,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .K. Bowman, .E. Paschall",GSW,1,0,200,-200,0,0,0,0,100,33.3,0.3,0,0,87.27,-80,397,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,1,83.3,83.3,0,100,1,10,50,66.7,55.6,0.2,21.4,31.7,119.17,23.5,401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,1,83.3,83.3,0,100,1,10,50,66.7,55.6,0.2,21.4,31.7,119.17,23.5,401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .W. Cauley-Stein, .K. Looney, .D. Lee, .K. Bowman",GSW,1,100,80,20,50,0,20,0,100,33.3,0,50,50,98.93,33.3,405,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".D. Russell, .W. Cauley-Stein, .K. Looney, .D. Lee, .K. Bowman",GSW,1,100,80,20,50,0,20,0,100,33.3,0,50,50,98.93,33.3,405,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".G. Robinson III, .D. Lee, .K. Bowman, .A. Smailagic, .E. Paschall",GSW,1,80,100,-20,100,0,25,33.3,100,60,0,40,40,88.77,53.3,408,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .D. Lee, .K. Bowman, .A. Smailagic, .E. Paschall",GSW,1,80,100,-20,100,0,25,33.3,100,60,0,40,40,88.77,53.3,408,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .D. Lee, .O. Spellman, .K. Bowman, .A. Smailagic",GSW,1,200,0,200,50,0,20,0,100,66.7,0,100,103.1,126.59,142.9,411,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .D. Lee, .O. Spellman, .K. Bowman, .A. Smailagic",GSW,1,200,0,200,50,0,20,0,100,66.7,0,100,103.1,126.59,142.9,411,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .D. Russell, .W. Cauley-Stein, .K. Looney, .J. Evans",GSW,1,133.3,150,-16.7,50,0,25,0,100,66.7,0,66.7,66.7,98.82,40,427,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".G. Robinson III, .D. Russell, .W. Cauley-Stein, .K. Looney, .J. Evans",GSW,1,133.3,150,-16.7,50,0,25,0,100,66.7,0,66.7,66.7,98.82,40,427,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".G. Robinson III, .D. Russell, .W. Cauley-Stein, .O. Spellman, .E. Paschall",GSW,1,50,200,-150,100,1,20,0,100,33.3,0.3,33.3,33.3,84.71,7.7,428,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .D. Russell, .W. Cauley-Stein, .O. Spellman, .E. Paschall",GSW,1,50,200,-150,100,1,20,0,100,33.3,0.3,33.3,33.3,84.71,7.7,428,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .J. Evans, .K. Bowman, .A. Smailagic, .E. Paschall",GSW,2,33.3,42.9,-9.5,100,0,12.5,20,100,50,0,16.7,16.7,126.74,11.1,430,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .J. Evans, .K. Bowman, .A. Smailagic, .E. Paschall",GSW,2,33.3,42.9,-9.5,100,0,12.5,20,100,50,0,16.7,16.7,126.74,11.1,430,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .J. Evans, .O. Spellman, .A. Smailagic, .E. Paschall",GSW,1,100,175,-75,50,0,20,0,33.3,25,0,66.7,66.7,101.95,43.5,431,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .J. Evans, .O. Spellman, .A. Smailagic, .E. Paschall",GSW,1,100,175,-75,50,0,20,0,33.3,25,0,66.7,66.7,101.95,43.5,431,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .K. Looney, .O. Spellman, .K. Bowman, .E. Paschall",GSW,1,200,175,25,0,0,0,100,0,75,0,50,50,80,18.2,432,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".G. Robinson III, .K. Looney, .O. Spellman, .K. Bowman, .E. Paschall",GSW,1,200,175,25,0,0,0,100,0,75,0,50,50,80,18.2,432,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
".G. Robinson III, .M. Chriss, .D. Lee, .J. Evans, .A. Smailagic",GSW,1,150,133.3,16.7,50,1,16.7,100,100,100,0.3,66.7,77.3,95.09,61.9,434,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .M. Chriss, .D. Lee, .J. Evans, .A. Smailagic",GSW,1,150,133.3,16.7,50,1,16.7,100,100,100,0.3,66.7,77.3,95.09,61.9,434,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .M. Chriss, .J. Evans, .K. Bowman, .A. Smailagic",GSW,1,100,50,50,0,0,0,0,100,75,0,50,69.4,110.77,144.4,440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .M. Chriss, .J. Evans, .K. Bowman, .A. Smailagic",GSW,1,100,50,50,0,0,0,0,100,75,0,50,69.4,110.77,144.4,440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .M. Chriss, .J. Evans, .K. Bowman, .E. Paschall",GSW,1,100,200,-100,100,0.5,16.7,0,50,33.3,0.4,75,86.8,125.22,18.2,441,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .M. Chriss, .J. Evans, .K. Bowman, .E. Paschall",GSW,1,100,200,-100,100,0.5,16.7,0,50,33.3,0.4,75,86.8,125.22,18.2,441,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .A. Smailagic, .J. Poole",GSW,1,175,125,50,66.7,0,28.6,100,100,100,0,87.5,87.5,109.71,67.7,446,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .A. Smailagic, .J. Poole",GSW,1,175,125,50,66.7,0,28.6,100,100,100,0,87.5,87.5,109.71,67.7,446,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
".G. Robinson III, .W. Cauley-Stein, .J. Evans, .E. Paschall, .J. Poole",GSW,1,0,150,-150,0,0,0,33.3,50,40,0.3,0,0,94.21,-41.7,451,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .W. Cauley-Stein, .J. Evans, .E. Paschall, .J. Poole",GSW,1,0,150,-150,0,0,0,33.3,50,40,0.3,0,0,94.21,-41.7,451,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
